"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow","Target","Rel","Path Type","Link Path","Link Position","Link Origin"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=455","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Ecole/Partenaires-et-reseaux/Conference-des-Grandes-Ecoles/","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=450","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Entrepreneuriat/start-up-Mines-Paris-PSL/","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV/&?idv=_GBocQyW0H4","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='droite']/div/div[@class='video'][2]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=467","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV/&?idv=F8CCUcFLErQ","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='droite']/div/div[@class='video'][2]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=461","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=99","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=98","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=478","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=470","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=473","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Formation/Corps-des-mines/Formation/Professeurs-et-intervenants-de-la-formation/","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[1]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=485","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=487","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=480","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Recherche/Chaires-industrielles/Chaire-Phenix/","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV/&?idv=bnP7WhM4TTs","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='droite']/div/div[@class='video'][2]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV//&?titre=&cat=PL43EF59A41F938C77","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='droite']/div/div[@class='video'][2]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Ecole/Culture-scientifique/Musee-de-mineralogie/www.musee.minesparis.psl.eu/bin/inscription/","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Path-Relative","//body/div[@id='corps']/div[@class='module'][1]/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=78","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=496","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=77","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Formation/Doctorat/Annuaire-docteurs/Detail/&?annee=2022&id=108415","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[1]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=82","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=81","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=80","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=490","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=86","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=85","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=84","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=83","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=89","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=88","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=87","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=93","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=92","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=91","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=90","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=97","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=96","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=95","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=94","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Marches-publics/MAPA/Travaux-de-mise-en-oeuvre-d-8217-un-systeme-de-securite-incendie-SSI-de-categorie-A/","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV/&?idv=9Z9cPmmaEUc","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='droite']/div/div[@class='video'][2]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Vous-etes/Candidat-a-un-poste/","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV/&?idv=22SeT8ZTQLA","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='droite']/div/div[@class='video'][2]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Entreprise/Recrutez-nos-etudiants/Faites-vous-connaitre/","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Formation/Masteres-Specialises/Masteres-Specialises-temps-plein/MISL/","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[1]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Formation/Doctorat/Presentation/Specialites-Doctorales/Detail/&?id=2270","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[1]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Marches-publics/En-bref/","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV/&?idv=1IlD_L-4WFw","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='droite']/div/div[@class='video'][2]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Formation/Doctorat/Propositions-de-sujets-de-these/Detail/&?id=42842","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[1]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV/&?idv=aOi86IP2aUQ","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='droite']/div/div[@class='video'][2]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Recherche/Chaires-industrielles/Mines-Urbaines/","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV/&?idv=hIGu6Mjm1K0","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='droite']/div/div[@class='video'][2]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Formation/Doctorat/Presentation/Specialites-Doctorales/Detail/&?id=2269","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[1]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Formation/Masteres-Specialises/Admissions/","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[1]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV/&?idv=sbbHqZdckZo","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='droite']/div/div[@class='video'][2]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Formation/Masteres-Specialises/Masteres-Specialises-temps-plein/ENVIM/","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[1]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=31","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV//&?title=Les-A-copy-lA-scaron-ves-GA-copy-osciences-expA-copy-rimentent-le-terrain-sur-l-A-reg-le-de-la-RA-copy-union&idv=ye7v_wD3DLg","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='droite']/div/div[@class='video'][2]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Actualites/","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='droite']/div[@class='module'][2]/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Recherche/Centres-de-recherche-et-Instituts/Centre-thermodynamique-des-procedes-CTP/","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Ecole/Partenaires-et-reseaux/Partenariats-internationaux/","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Entrepreneuriat","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[2]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Formation/Formation-continue/ISUPFERE/","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[1]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Formation/Doctorat/Soutenances-a-venir/","https://i.ytimg.com/vi/NmhoF4zZ6ag/hqdefault.jpg","14804","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@class='module']/div/div/div[1]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV//&?titre=&cat=PLAA0B96E4D5C29B2B","https://i.ytimg.com/vi/KlZCHiM1spk/hqdefault.jpg","20958","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@id='page']/div/div/div/div[@class='panneau'][2]/div[@class='video'][3]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV/&?title=science_genie_materiaux&cat=PLAA0B96E4D5C29B2B","https://i.ytimg.com/vi/KlZCHiM1spk/hqdefault.jpg","20958","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@id='page']/div/div/div/div[@class='panneau'][2]/div[@class='video'][3]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Ecole/Prix-Recompenses/Prix-scientifiques/","https://www.minesparis.psl.eu/Donnees/data24/2414-D.Depriester_prix-these_web.jpg","94101","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='centre']/div[@id='page']/table/tr[14]/td[1]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Formation/Masteres-Specialises/Presentation/","https://www.minesparis.psl.eu/Donnees/data05/598-Tous-les-masters-en-association.jpg","330894","Remise de diplômes de Mastères Spécialisés","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='centre']/div[@id='page']/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Recherche/Centres-de-recherche-et-Instituts/Centre-de-sociologie-de-l-innovation-CSI/","https://www.minesparis.psl.eu/Donnees/data34/3452-CSI-1.jpg","77945","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='centre']/div[@id='page']/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Ecole/Ecole-engagee/Cahier-Vert/","https://www.minesparis.psl.eu/Donnees/data37/3760-Equipe-Cahier-vert_21.jpg","66459","L'Equipe de Cahier Vert.","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='centre']/div[@id='page']/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV//&?titre=&cat=PLULJFHqe2ObgdrafPUauGqvitsGPAKFPz","https://i.ytimg.com/vi/eknWN1i9QXk/hqdefault.jpg","16662","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@id='page']/div/div/div/div[@class='panneau'][1]/div[@class='video'][8]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV/&?title=formation&cat=PLULJFHqe2ObgdrafPUauGqvitsGPAKFPz","https://i.ytimg.com/vi/eknWN1i9QXk/hqdefault.jpg","16662","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@id='page']/div/div/div/div[@class='panneau'][1]/div[@class='video'][8]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Actualites/&?id=5336","https://actualites.minesparis.psl.eu/Donnees/data53/5339-classement-Fif-eI-tudiant-dec-21.jpeg","273384","","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='centre']/div[@id='page']/p[5]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV//&?titre=&cat=PLULJFHqe2ObgdrafPUauGqvitsGPAKFPz","https://i.ytimg.com/vi/2GzK4vhUPCA/hqdefault.jpg","41784","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@id='page']/div/div/div/div[@class='panneau'][3]/div[@class='video'][3]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV/&?title=formation&cat=PLULJFHqe2ObgdrafPUauGqvitsGPAKFPz","https://i.ytimg.com/vi/2GzK4vhUPCA/hqdefault.jpg","41784","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@id='page']/div/div/div/div[@class='panneau'][3]/div[@class='video'][3]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Actualites/&?id=5459","https://counter.theconversation.com/content/175536/count.gif?distributor=republish-lightbox-basic","43","The Conversation","","200","Unknown Error","true","","","Absolute","//body/div[@id='corps']/div[@id='centre']/div[@id='page']/p[28]/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV/&?title=Energetique-et-genie-des-procedes&cat=PLC98162CE2F1A6A60","https://i.ytimg.com/vi/UJQn85fI0Ew/hqdefault.jpg","33271","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@id='page']/div/div/div/div[@class='panneau'][1]/div[@class='video'][10]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV//&?titre=&cat=PL415D00541B4741CE","https://i.ytimg.com/vi/UJQn85fI0Ew/hqdefault.jpg","33271","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@id='page']/div/div/div/div[@class='panneau'][1]/div[@class='video'][7]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV/&?title=terre_environnement&cat=PL415D00541B4741CE","https://i.ytimg.com/vi/UJQn85fI0Ew/hqdefault.jpg","33271","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@id='page']/div/div/div/div[@class='panneau'][1]/div[@class='video'][7]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/Ecole/Ecole-engagee/En-bref/","https://www.minesparis.psl.eu/Donnees/data00/78-0.-En-bref-rajustA-.jpg","147112","Visite du musée de minéralogie avec des élèves de seconde","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='centre']/div[@id='page']/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV//&?titre=&cat=PL415D00541B4741CE","https://i.ytimg.com/vi/7166nEFQw68/hqdefault.jpg","19717","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@id='page']/div/div/div/div[@class='panneau'][2]/div[@class='video'][3]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV/&?title=energetique_procedes&cat=PL05E52B8267A4913D","https://i.ytimg.com/vi/7166nEFQw68/hqdefault.jpg","19717","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@id='page']/div/div/div/div[@class='panneau'][2]/div[@class='video'][12]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV/&?title=terre_environnement&cat=PL415D00541B4741CE","https://i.ytimg.com/vi/7166nEFQw68/hqdefault.jpg","19717","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@id='page']/div/div/div/div[@class='panneau'][2]/div[@class='video'][3]/div/img","Contenu","HTML"
"Image","https://www.minesparis.psl.eu/WebTV//&?titre=&cat=PL05E52B8267A4913D","https://i.ytimg.com/vi/7166nEFQw68/hqdefault.jpg","19717","Vidéo","","200","OK","true","","","Absolute","//body/div[@id='corps']/div[@id='gauche']/div[@id='page']/div/div/div/div[@class='panneau'][2]/div[@class='video'][12]/div/img","Contenu","HTML"
