"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://www.minesparis.psl.eu/Formation/Doctorat/Propositions-de-sujets-de-these/Detail/&?id=43624","text/html; charset=iso-8859-1","200","OK","Indexable","","Calcul sur données issues de tomographies automatiques pour grandes variations géométriques : applications à la simulation des procédés et à la vérification des fonctions mécaniques","181","1647","","0","0","Proposition de thèse","20","127","","0","0","","0","Calcul sur données issues de tomographies automatiques pour grandes variations géométriques : applications à la simulation des procédés et à la vérification des fonctions mécaniques","181","","0","Doctorat","8","webTV","5","","","","","","","","","","53565","2652","32.265","3","","4","1","0","0.110","191","126","0","27","21","0","","","","","4f5729c60412f48eca691b18970b4e6","0.611","","","","","1.1","https://www.minesparis.psl.eu/Formation/Doctorat/Propositions-de-sujets-de-these/Detail/&?id=43624","2022-10-25 07:29:17"
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=194","text/html; charset=iso-8859-1","200","OK","Indexable","","Communiques de presse - Mines Paris - PSL","41","395","","0","0","","0","0","","0","0","motscles43","10","﻿Du 21 au 24 avril, MINES ParisTech accueille le « Cartel des Mines », événement sportif incontournable des élèves ingénieurs","125","","0","rechercher un communiqué","24","webTV","5","","","","","","","","","","44273","1477","20.776","3","","2","1","0","0.110","168","119","0","27","21","0","","","","","2a0cba2bd6bddc52730248514bc0b398","0.558","","","","","1.1","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=194","2022-10-25 07:29:17"
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=193","text/html; charset=iso-8859-1","200","OK","Indexable","","Communiques de presse - Mines Paris - PSL","41","395","","0","0","","0","0","","0","0","motscles43","10","MINES ParisTech et Orange créent la Chaire « Amélioration Continue 4.0 » en collaboration avec la Fabrique de l'Industrie","121","","0","rechercher un communiqué","24","webTV","5","","","","","","","","","","48021","1831","24.510","3","","2","1","0","0.110","168","119","0","37","31","0","","","","","da7d4b06843bac20b746172dbbe052af","0.663","","","","","1.1","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=193","2022-10-25 07:29:17"
"https://www.minesparis.psl.eu/Donnees/data13/1312-FinancementFormation.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","114633","0","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.040","Thu, 10 Jan 2013 13:37:44 GMT","","","","1.1","https://www.minesparis.psl.eu/Donnees/data13/1312-FinancementFormation.jpg","2022-10-25 07:26:41"
"https://www.minesparis.psl.eu/Actualites/Les-travaux-sur-le-developpement-de-nouveaux-supports-de-catalyseur-sont-a-l-honneur-dans-le-journal-Electrocatalysis./2943","text/html; charset=iso-8859-1","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","238","0","0.000","3","","2","1","0","0.110","0","0","0","0","0","0","","","","","","0.008","","https://www.minesparis.psl.eu/Actualites/&?id=2943","HTTP Redirect","","1.1","https://www.minesparis.psl.eu/Actualites/Les-travaux-sur-le-developpement-de-nouveaux-supports-de-catalyseur-sont-a-l-honneur-dans-le-journal-Electrocatalysis./2943","2022-10-25 07:29:18"
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=195","text/html; charset=iso-8859-1","200","OK","Indexable","","Communiques de presse - Mines Paris - PSL","41","395","","0","0","","0","0","","0","0","motscles43","10","Une innovation MINES ParisTech ouvre un nouveau marché pour la PME SOLARONICS dans le domaine du chauffage","106","","0","rechercher un communiqué","24","webTV","5","","","","","","","","","","43160","1299","18.981","3","","2","1","0","0.110","168","119","0","32","26","0","","","","","6dd0a143bd90b34e9b25541154b206ec","0.700","","","","","1.1","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=195","2022-10-25 07:29:18"
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=197","text/html; charset=iso-8859-1","200","OK","Indexable","","Communiques de presse - Mines Paris - PSL","41","395","","0","0","","0","0","","0","0","motscles43","10","Exposition inédite sur les météorites et leurs impacts du 10 mai au 27 août 2016 au Musée de Minéralogie MINES ParisTech","120","","0","rechercher un communiqué","24","webTV","5","","","","","","","","","","47026","1686","22.860","3","","2","1","0","0.110","168","119","0","33","27","0","","","","","90f4654943d4dcbc4d1113dc4b520df","0.653","","","","","1.1","https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=197","2022-10-25 07:29:18"
"https://www.minesparis.psl.eu/Actualites/&?id=1981","","0","Échec de la recherche DNS","Non-Indexable","No Response","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","","","","","","","https://www.minesparis.psl.eu/Actualites/&?id=1981","2022-10-25 07:30:29"
"https://www.minesparis.psl.eu/Actualites/Calcul-haute-performance-et-Intelligence-artificielle/4153","text/html; charset=iso-8859-1","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","238","0","0.000","3","","2","1","0","0.110","0","0","0","0","0","0","","","","","","0.016","","https://www.minesparis.psl.eu/Actualites/&?id=4153","HTTP Redirect","","1.1","https://www.minesparis.psl.eu/Actualites/Calcul-haute-performance-et-Intelligence-artificielle/4153","2022-10-25 07:29:18"
"https://www.minesparis.psl.eu/WebTV/&?idv=eaKn-7Y6r9E","text/html; charset=iso-8859-1","200","OK","Indexable","","Chaines WebTV - Mines Paris - PSL","33","315","","0","0","","0","0","","0","0","","0","","0","","0","Le Class Gift MINES ParisTech 30/01/2015 - 2m 37","48","Dernières vidéos","16","","","","","","","","","","31626","821","15.579","3","","7","2","0","0.230","156","115","0","27","21","0","","","","","7700f4c9a6fe2221070db5a18a9ce9e2","0.154","","","","","1.1","https://www.minesparis.psl.eu/WebTV/&?idv=eaKn-7Y6r9E","2022-10-25 07:29:18"
